,doi,file,r32,r36,r40,result,success
5137,doi:10.7910/DVN/NSTBR7,unknown,,time limit exceeded,time limit exceeded,,
5138,doi:10.7910/DVN/VS3CG6,unknown,,time limit exceeded,time limit exceeded,,
5142,doi:10.7910/DVN/QKGBSE,20180226_rethinking_map.R,,"Error in map2stan(alist(B ~ dbinom(1, lp), logit(lp) <- a + bVB * VB +  :    could not find function \map2stan\""""","Error in map2stan(alist(B ~ dbinom(1, lp), logit(lp) <- a + bVB * VB +  :    could not find function \map2stan\""""",,
5143,doi:10.7910/DVN/QKGBSE,20180226b_rethinking_map.R,,time limit exceeded,,,
5144,doi:10.7910/DVN/QKGBSE,DBDA2E-utilities.R,,success,,success,1.0
5145,doi:10.7910/DVN/QKGBSE,est_stan_180222_v3.R,,"Error in file(file, 'rt') : cannot open the connection",,,
5146,doi:10.7910/DVN/QKGBSE,unknown,,time limit exceeded,time limit exceeded,,
5147,doi:10.7910/DVN/UZILPJ,npi-application.R,,"Error in install_github('duckmayr/gpirt@e4586a1', lib = temp_lib) :   could not find function 'install_github'","Error in install_github('duckmayr/gpirt@e4586a1', lib = temp_lib) :   could not find function 'install_github'",,
5148,doi:10.7910/DVN/UZILPJ,plot_irf.R,,success,success,success,1.0
5149,doi:10.7910/DVN/UZILPJ,prepare-data.R,,"Error in as.response_matrix(responses, response_codes = vote_codes) :   could not find function 'as.response_matrix'","Error in as.response_matrix(responses, response_codes = vote_codes) :   could not find function 'as.response_matrix'",,
5150,doi:10.7910/DVN/UZILPJ,supplementary-results.R,,"Error in install_github('duckmayr/gpirt@44a08da', lib = temp_lib, upgrade = FALSE) :   could not find function 'install_github'","Error in install_github('duckmayr/gpirt@44a08da', lib = temp_lib, upgrade = FALSE) :   could not find function 'install_github'",,
5151,doi:10.7910/DVN/HKURUI,unknown,,time limit exceeded,time limit exceeded,,
5152,doi:10.7910/DVN/1B1MXY,austria_cleaning_plus.R,,Error in makeRestartList(...) : reached elapsed time limit,,,
5153,doi:10.7910/DVN/CJBG5J,How negative sentiment - R script.R,,Error in makeRestartList(...) : reached elapsed time limit,,,
5154,doi:10.7910/DVN/9SUPHG,Fig7_bw.R,,"Error in findInterval(x = results_long$log_ratio, vec = log_ratio_q) :   'vec' must be sorted non-decreasingly and not contain NAs",,,
5155,doi:10.7910/DVN/9SUPHG,OA_Fig1a.R,,Error in asinh(pooled$GScites) :   non-numeric argument to mathematical function,,,
5156,doi:10.7910/DVN/9SUPHG,OA_Fig2a2b2c.R,,"Error in `rownames<-`(`*tmp*`, value = '-') :   attempt to set 'rownames' on an object with no dimensions",,,
5157,doi:10.7910/DVN/9SUPHG,OA_Fig3a3b4a4b.R,,"Error in eval(predvars, data, env) : object 'asinh_cites' not found",,,
5158,doi:10.7910/DVN/9SUPHG,OA_Fig3c3d4c4d.R,,"Error in eval(predvars, data, env) : object 'asinh_cites' not found",,,
5159,doi:10.7910/DVN/9SUPHG,OA_Fig6.R,,"Error in terms.formula(formula, data = data) :   '.' in formula and no 'data' argument",,,
5160,doi:10.7910/DVN/9SUPHG,RunAllFigR.R,,Error in plot.new() :   could not open file '../../../Output/Paper/Figures/Fig1a_bw.pdf',,,
5161,doi:10.7910/DVN/9SUPHG,RunAllOA_FigR.R,,Error in asinh(pooled$GScites) :   non-numeric argument to mathematical function,,,
5162,doi:10.7910/DVN/9SUPHG,required_packagesR.R,,success,,success,1.0
5163,doi:10.7910/DVN/W8PXZC,01_data wrangling.R,,Error in makeRestartList(...) : reached elapsed time limit,,,
5164,doi:10.7910/DVN/FAU3VR,JAGS_AR1.R,,"Error: unexpected '{' in \model{\""""","Error: unexpected '{' in \model{\""""",,
5165,doi:10.7910/DVN/FAU3VR,JAGS_AR2.R,,"Error: unexpected '{' in \model{\""""","Error: unexpected '{' in \model{\""""",,
5166,doi:10.7910/DVN/FAU3VR,JAGS_Koizumi.R,,"Error: unexpected '{' in \model{\""""","Error: unexpected '{' in \model{\""""",,
5167,doi:10.7910/DVN/FAU3VR,JAGS_each_PM.R,,"Error: unexpected '{' in \model{\""""","Error: unexpected '{' in \model{\""""",,
5168,doi:10.7910/DVN/FAU3VR,JAGS_inauguration.R,,"Error: unexpected '{' in \model{\""""","Error: unexpected '{' in \model{\""""",,
5169,doi:10.7910/DVN/FAU3VR,JAGS_main.R,,"Error: unexpected '{' in \model{\""""","Error: unexpected '{' in \model{\""""",,
5170,doi:10.7910/DVN/FAU3VR,JAGS_party.R,,"Error: unexpected '{' in \model{\""""","Error: unexpected '{' in \model{\""""",,
5171,doi:10.7910/DVN/FAU3VR,JAGS_self_selection.R,,"Error: unexpected '{' in \model{\""""","Error: unexpected '{' in \model{\""""",,
5172,doi:10.7910/DVN/FAU3VR,JAGS_two_types.R,,"Error: unexpected '{' in \model{\""""","Error: unexpected '{' in \model{\""""",,
5173,doi:10.7910/DVN/FAU3VR,JAGS_varying_effects.R,,"Error: unexpected '{' in \model{\""""","Error: unexpected '{' in \model{\""""",,
5174,doi:10.7910/DVN/FAU3VR,JAGS_wo_Kyodo.R,,"Error: unexpected '{' in \model{\""""","Error: unexpected '{' in \model{\""""",,
5175,doi:10.7910/DVN/FAU3VR,JAGS_wo_kappa.R,,"Error: unexpected '{' in \model{\""""","Error: unexpected '{' in \model{\""""",,
5176,doi:10.7910/DVN/FAU3VR,replication_code.R,,Error in setwd('weekly_approval_rating') :   cannot change working directory,"Error in eval(ei, envir) : object 'colorschemes' not found",,
5177,doi:10.7910/DVN/PDPQFB,Figure_A15.R,,Error in makeRestartList(...) : reached elapsed time limit,,,
5178,doi:10.7910/DVN/PDPQFB,Figure_A16.R,,"Error in gzfile(file, 'rb') : cannot open the connection",,,
5179,doi:10.7910/DVN/PDPQFB,GSS_coding.R,,"Error in library(Bullock, lib.loc = c(.libPaths(), 'packageLibrary')) :   there is no package called 'Bullock'",,,
5180,doi:10.7910/DVN/PDPQFB,GSS_coding_forImputedDatasets.R,,"Error in library(Bullock, lib.loc = c(.libPaths(), 'packageLibrary')) :   there is no package called 'Bullock'",,,
5181,doi:10.7910/DVN/PDPQFB,GSS_createImputedDatasets.R,,"Error in library(Bullock, lib.loc = c(.libPaths(), 'packageLibrary')) :   there is no package called 'Bullock'",,,
5182,doi:10.7910/DVN/PDPQFB,GSS_makeDatasetForImputation.R,,"Error in library(Bullock, lib.loc = c(.libPaths(), 'packageLibrary')) :   there is no package called 'Bullock'",,,
5183,doi:10.7910/DVN/PDPQFB,IV_models.R,,Error in Formula(eqwlth ~ educ + yearYoungNorm + female + race + bornInUS +  :   could not find function 'Formula',,,
5184,doi:10.7910/DVN/PDPQFB,IV_setup.R,,"Error in library(Bullock, lib.loc = c(.libPaths(), 'packageLibrary')) :   there is no package called 'Bullock'",,,
5185,doi:10.7910/DVN/PDPQFB,NES_StateRecode.R,,success,,success,1.0
5186,doi:10.7910/DVN/PDPQFB,Table_1.R,,"Error in library(Bullock, lib.loc = c(.libPaths(), 'packageLibrary')) :   there is no package called 'Bullock'",,,
5187,doi:10.7910/DVN/PDPQFB,Table_A01-A06.R,,"Error in library(Bullock, lib.loc = c(.libPaths(), 'packageLibrary')) :   there is no package called 'Bullock'",,,
5188,doi:10.7910/DVN/PDPQFB,Table_A07.R,,"Error in library(Bullock, lib.loc = c(.libPaths(), 'packageLibrary')) :   there is no package called 'Bullock'",,,
5189,doi:10.7910/DVN/PDPQFB,Table_A08.R,,"Error in library(Bullock, lib.loc = c(.libPaths(), 'packageLibrary')) :   there is no package called 'Bullock'",,,
5190,doi:10.7910/DVN/PDPQFB,Table_A09a-A14a.R,,"Error in library(Bullock, lib.loc = c(.libPaths(), 'packageLibrary')) :   there is no package called 'Bullock'",,,
5191,doi:10.7910/DVN/PDPQFB,Table_A09b-A14b.R,,"Error in library(Bullock, lib.loc = c(.libPaths(), 'packageLibrary')) :   there is no package called 'Bullock'",,,
5192,doi:10.7910/DVN/PDPQFB,Table_A15.R,,"Error in library(Bullock, lib.loc = c(.libPaths(), 'packageLibrary')) :   there is no package called 'Bullock'",,,
5193,doi:10.7910/DVN/PDPQFB,Table_A17.R,,"Error in library(Bullock, lib.loc = c(.libPaths(), 'packageLibrary')) :   there is no package called 'Bullock'",,,
5194,doi:10.7910/DVN/PDPQFB,dotplotParameters.R,,success,success,success,1.0
5195,doi:10.7910/DVN/PDPQFB,estTable.R,,success,success,success,1.0
5196,doi:10.7910/DVN/PDPQFB,estimateModels.R,,success,success,success,1.0
5197,doi:10.7910/DVN/PDPQFB,formulaFunctions.R,,success,,success,1.0
5198,doi:10.7910/DVN/PDPQFB,getClusters.R,,success,,success,1.0
5199,doi:10.7910/DVN/PDPQFB,getNobsForMatrixOfModels.R,,success,,success,1.0
5200,doi:10.7910/DVN/PDPQFB,importModels.R,,success,,success,1.0
5201,doi:10.7910/DVN/PDPQFB,installBullockPackage.R,,success,,success,1.0
5202,doi:10.7910/DVN/PDPQFB,latexTable.R,,success,,success,1.0
5203,doi:10.7910/DVN/PDPQFB,latexTablePDF.R,,success,,success,1.0
5204,doi:10.7910/DVN/PDPQFB,makeIVEstimationDataFrame.R,,success,,success,1.0
5205,doi:10.7910/DVN/PDPQFB,makePredictorMatrix.R,,success,,success,1.0
5206,doi:10.7910/DVN/PDPQFB,mechanismsVarInfo.R,,success,,success,1.0
5207,doi:10.7910/DVN/PDPQFB,mergeStateControlVars.R,,success,,success,1.0
5208,doi:10.7910/DVN/PDPQFB,prepareDatasets.R,,"Error in library(Bullock, lib.loc = c(.libPaths(), 'packageLibrary')) :   there is no package called 'Bullock'",,,
5209,doi:10.7910/DVN/PDPQFB,regTable.R,,success,,success,1.0
5210,doi:10.7910/DVN/PDPQFB,stateYearControls.R,,"Error in library(Bullock, lib.loc = c(.libPaths(), 'packageLibrary')) :   there is no package called 'Bullock'",,,
5211,doi:10.7910/DVN/PDPQFB,tabNA.R,,success,,success,1.0
5212,doi:10.7910/DVN/PDPQFB,twoPartyVote.R,,"Error in library(Bullock, lib.loc = c(.libPaths(), 'packageLibrary')) :   there is no package called 'Bullock'",,,
5213,doi:10.7910/DVN/JAOQSD,WooConradJOP18 Appendix Figure 2.R,,Error in makeRestartList(...) : reached elapsed time limit,Error in makeRestartList(...) : reached elapsed time limit,,
5214,doi:10.7910/DVN/JAOQSD,WooConradJOP18 Appendix Table1 and Figure1.R,,Error in install_github('ChristopherLucas/MatchingFrontier@148a33bce48e442160c873ea4e0528df54964dac') :   could not find function 'install_github',Error in install_github('ChristopherLucas/MatchingFrontier@148a33bce48e442160c873ea4e0528df54964dac') :   could not find function 'install_github',,
5215,doi:10.7910/DVN/JAOQSD,unknown,,time limit exceeded,time limit exceeded,,
5216,doi:10.7910/DVN/HZNJRU,fig1_cosine_similarities.R,,success,,success,1.0
5217,doi:10.7910/DVN/XWMSHO,CodData_FisherExact.R,,success,success,success,1.0
5218,doi:10.7910/DVN/DOHYPR,replication_reny_etal_2018_public.R,,Error in read_csv('clean_cces_16.csv') :   could not find function 'read_csv',Error in read_csv('clean_cces_16.csv') :   could not find function 'read_csv',,
5219,doi:10.7910/DVN/TRR0DK,tte_TablesGraphs.R,,"Error in stargazer(m1, m2, m3, title = 'The Effects of  Information and Warning on Correct and Incorrect Memories',  :   could not find function 'stargazer'",,,
5220,doi:10.7910/DVN/UFZTYU,unknown,,time limit exceeded,,,
5221,doi:10.7910/DVN/XZJRA2,replication_jankowski_prokop_tepe_jpart.R,,"Error in cj(data, wahl ~ note + schulabschluss + berufserfahrung + englisch +  :   could not find function 'cj'","Error in cj(data, wahl ~ note + schulabschluss + berufserfahrung + englisch +  :   could not find function 'cj'",,
5222,doi:10.7910/DVN/XTAEY9,0.1-master_R_scripts.R,,"Error in file(file, 'rt') : cannot open the connection","Error in file(file, 'rt') : cannot open the connection",,
5223,doi:10.7910/DVN/XTAEY9,1-generate_data.R,,"Error in file(file, 'rt') : cannot open the connection","Error in file(file, 'rt') : cannot open the connection",,
5224,doi:10.7910/DVN/XTAEY9,2-estimate_policy_positions.R,,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",,
5225,doi:10.7910/DVN/XTAEY9,3-add_budget_data.R,,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",,
5226,doi:10.7910/DVN/XTAEY9,4-plot_policy_positions.R,,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",,
5227,doi:10.7910/DVN/XTAEY9,5-plot_budget_items_by_portfolio.R,,"Error in file(file, 'rt') : cannot open the connection","Error in file(file, 'rt') : cannot open the connection",,
5228,doi:10.7910/DVN/XTAEY9,6-generate_descriptive_stats.R,,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",,
5229,doi:10.7910/DVN/XTAEY9,9-estimate_topic_models.R,,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",,
5230,doi:10.7910/DVN/EMTSV8,2016-4-3_figure-construction.r.Rout,,"Error: unexpected symbol in \R version\""""",,,
5231,doi:10.7910/DVN/A4A3UO,estimator.R.zip,,"Error: unexpected input in \PK\""""",,,
5232,doi:10.7910/DVN/A4A3UO,generator.R.zip,,"Error: unexpected input in \PK\""""",,,
5233,doi:10.7910/DVN/A4A3UO,graphCombination.R,,Error in basename(file = 'POLSData/bayes.50n.csv') :   unused argument (file = 'POLSData/bayes.50n.csv'),,,
5234,doi:10.7910/DVN/A4A3UO,wvFrack.R,,Error in makeRestartList(...) : reached elapsed time limit,,,
5235,doi:10.7910/DVN/0EIQXL,unknown,,time limit exceeded,time limit exceeded,,
5236,doi:10.7910/DVN/TJ1ZXX,unknown,,time limit exceeded,time limit exceeded,,
5237,doi:10.7910/DVN/HUZ1CD,fitModels.R,,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",,
5238,doi:10.7910/DVN/HUZ1CD,fitParents.R,,Error in makeRestartList(...) : reached elapsed time limit,,,
5239,doi:10.7910/DVN/HUZ1CD,frequentistComparison.R,,Error : 'intermediate_files/estimates_permanentLogIncome.csv' does not exist in current working directory ('/usr/workdir').,,,
5240,doi:10.7910/DVN/HUZ1CD,impliedParameters.R,,"Error in file(file, if (append) 'a' else 'w') :   cannot open the connection",,,
5241,doi:10.7910/DVN/HUZ1CD,prepData.R,,"Error in file(file, if (append) 'a' else 'w') :   cannot open the connection",,,
5242,doi:10.7910/DVN/HUZ1CD,produceGraphs.R,,"Error in grDevices::pdf(file = filename, ..., version = version) :   cannot open file 'output/persistence.pdf'",,,
5243,doi:10.7910/DVN/HUZ1CD,run_all.R,,"Error in file(file, if (append) 'a' else 'w') :   cannot open the connection",,,
5244,doi:10.7910/DVN/FYJ6YT,space_RT.R,,Error in makeRestartList(...) : reached elapsed time limit,,,
5245,doi:10.7910/DVN/FYJ6YT,space_answers.R,,"Error in library('reshape', lib.loc = '/Library/Frameworks/R.framework/Versions/3.2/Resources/library') :   no library trees found in 'lib.loc'","Error in library('reshape', lib.loc = '/Library/Frameworks/R.framework/Versions/3.2/Resources/library') :   no library trees found in 'lib.loc'",,
5246,doi:10.7910/DVN/FYJ6YT,time_RT.R,,"Error in library('reshape', lib.loc = '/Library/Frameworks/R.framework/Versions/3.2/Resources/library') :   no library trees found in 'lib.loc'",,,
5247,doi:10.7910/DVN/FYJ6YT,time_answers.R,,"Error in library('reshape', lib.loc = '/Library/Frameworks/R.framework/Versions/3.2/Resources/library') :   no library trees found in 'lib.loc'",,,
5248,doi:10.7910/DVN/CXSECU,aggregate_score_analyses.R,,time limit exceeded,time limit exceeded,,
5249,doi:10.7910/DVN/CXSECU,code_analysis.R,,"Error in here() : could not find function \here\"" Calls: basename -> file.path""","Error in here() : could not find function \here\"" Calls: basename -> file.path""",,
5250,doi:10.7910/DVN/CXSECU,compare_predictions_truth.R,,Error in here() : could not find function 'here',"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",,
5251,doi:10.7910/DVN/CXSECU,difficulty_across_outcomes.R,,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",,
5252,doi:10.7910/DVN/CXSECU,hard_to_predict_cases.R,,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",,
5253,doi:10.7910/DVN/CXSECU,heatmaps.R,,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",,
5254,doi:10.7910/DVN/CXSECU,install_requirements.R,,Error in makeRestartList(...) : reached elapsed time limit,,,
5255,doi:10.7910/DVN/CXSECU,make_missing_data_graphs.R,,"Error in file(file, 'rt') : cannot open the connection",,,
5256,doi:10.7910/DVN/CXSECU,methods_used.R,,"Error: unexpected symbol in: \          height\""""",,,
5257,doi:10.7910/DVN/CXSECU,num_nonmissing_cases.R,,Error : 'train.csv' does not exist in current working directory ('/usr/workdir').,,,
5258,doi:10.7910/DVN/CXSECU,outcome_labels.R,,success,,success,1.0
5259,doi:10.7910/DVN/CXSECU,participant_analysis.R,,"Error: unexpected symbol in: \          height\""""",,,
5260,doi:10.7910/DVN/CXSECU,prep_predictions.R,,Error : 'submissions.csv' does not exist in current working directory ('/usr/workdir').,,,
5261,doi:10.7910/DVN/CXSECU,privacy_redaction_count.R,,"Error in read.dta13(basename(file.path(private.data.dir, 'background.dta'),  :   could not find function 'read.dta13'",,,
5262,doi:10.7910/DVN/CXSECU,r2_allSubmission_plots.R,,Error: 'test.csv' does not exist in current working directory ('/usr/workdir').,,,
5263,doi:10.7910/DVN/CXSECU,subset_submissions.R,,Error: 'test.csv' does not exist in current working directory ('/usr/workdir').,,,
