,doi,success,publicationDate,publisher,subject,type,name
1683,doi:10.7910/DVN/W1YJZQ,1.0,2015,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1684,doi:10.7910/DVN/W1YYEV,1.0,2020,perspectives,Social Sciences,JOURNALS,Perspectives on Politics
1685,doi:10.7910/DVN/W2CXVU,0.0,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1686,doi:10.7910/DVN/W2JM0L,,2018,internationalinteractions,Social Sciences,JOURNALS,International Interactions (II): Empirical and Theoretical Research in International Relations Dataverse
1687,doi:10.7910/DVN/W3VOOP,,2019,researchandpolitics,Social Sciences,JOURNALS,Research & Politics Dataverse
1688,doi:10.7910/DVN/W4XWVU,0.0,2020,sjuhl,Social Sciences,RESEARCHERS,Sebastian Juhl Dataverse
1689,doi:10.7910/DVN/W8AAYK,0.0,2018,isq,Social Sciences,JOURNALS,International Studies Quarterly Dataverse
1690,doi:10.7910/DVN/W8HUKY,,2019,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1691,doi:10.7910/DVN/W8TQHB,0.0,2018,internationalinteractions,Social Sciences,JOURNALS,International Interactions (II): Empirical and Theoretical Research in International Relations Dataverse
1692,doi:10.7910/DVN/W9DGRR,,2019,pan,Social Sciences,JOURNALS,Political Analysis Dataverse
1693,doi:10.7910/DVN/W9FU5T,0.0,2018,JPublicPolicy,Social Sciences,JOURNALS,Journal of Public Policy Dataverse
1694,doi:10.7910/DVN/W9VWAJ,,2017,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
1695,doi:10.7910/DVN/WAEHOI,,2018,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
1696,doi:10.7910/DVN/WAQNXD,0.0,2017,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
1697,doi:10.7910/DVN/WBBAE3,1.0,2015,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
1698,doi:10.7910/DVN/WBI9RT,,2015,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1699,doi:10.7910/DVN/WCTILJ,0.0,2020,harvard,Business and Management;Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1700,doi:10.7910/DVN/WCXK3Z,0.0,2015,smapp,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Social Media and Political Participation Lab Dataverse
1701,doi:10.7910/DVN/WDMSOL,0.0,2018,Bioversity,Agricultural Sciences,ORGANIZATIONS_INSTITUTIONS,Bioversity International Dataverse
1702,doi:10.7910/DVN/WDPAZV,0.0,2018,internationalinteractions,Social Sciences,JOURNALS,International Interactions (II): Empirical and Theoretical Research in International Relations Dataverse
1703,doi:10.7910/DVN/WEGMVK,0.0,2019,gov2001,Medicine; Health and Life Sciences;Social Sciences,UNCATEGORIZED,Gov2001 Dataverse
1704,doi:10.7910/DVN/WG8VCK,0.0,2019,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
1705,doi:10.7910/DVN/WHBK7K,0.0,2019,jlc,Law;Social Sciences,JOURNALS,Journal of Law and Courts Dataverse
1706,doi:10.7910/DVN/WHCZJR,0.0,2018,jhr,Social Sciences,JOURNALS,Journal of Human Rights (JHR)  Dataverse
1707,doi:10.7910/DVN/WHUEZA,1.0,2016,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1708,doi:10.7910/DVN/WIRN6R,1.0,2017,pan,Social Sciences,JOURNALS,Political Analysis Dataverse
1709,doi:10.7910/DVN/WJ9T9R,0.0,2016,pierskalla,Social Sciences,RESEARCHERS,Jan Pierskalla Dataverse
1710,doi:10.7910/DVN/WJKQ1C,0.0,2017,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1711,doi:10.7910/DVN/WKCZ9Z,,2018,JPublicPolicy,Social Sciences,JOURNALS,Journal of Public Policy Dataverse
1712,doi:10.7910/DVN/WKIJST,,2018,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
1713,doi:10.7910/DVN/WKJJ3Z,1.0,2018,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1714,doi:10.7910/DVN/WKJMZY,,2019,polbehavior,Social Sciences,JOURNALS,Political Behavior Dataverse
1715,doi:10.7910/DVN/WLVZQH,1.0,2017,zhukov,Social Sciences,RESEARCHERS,Yuri Zhukov Dataverse
1716,doi:10.7910/DVN/WM3X3D,0.0,2017,pan,Social Sciences,JOURNALS,Political Analysis Dataverse
1717,doi:10.7910/DVN/WMRQ16,,2017,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
1718,doi:10.7910/DVN/WN3EDC,,2015,jhkirkland,Social Sciences,RESEARCHERS,Justin H. Kirkland Dataverse
1719,doi:10.7910/DVN/WNBBPZ,0.0,2018,rebeccacordell,Social Sciences,RESEARCHERS,Rebecca Cordell Dataverse
1720,doi:10.7910/DVN/WNMLPA,0.0,2018,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
1721,doi:10.7910/DVN/WOED4N,,2019,IOJ,Social Sciences,JOURNALS,International Organization (IO) Journal Dataverse
1722,doi:10.7910/DVN/WONDKB,0.0,2017,LeeHannah,Social Sciences,RESEARCHERS,Lee Hannah Dataverse
1723,doi:10.7910/DVN/WP7ETR,1.0,2017,polbehavior,Social Sciences,JOURNALS,Political Behavior Dataverse
1724,doi:10.7910/DVN/WPKTKJ,1.0,2016,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1725,doi:10.7910/DVN/WPVSMH,1.0,2018,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1726,doi:10.7910/DVN/WQRZHS,0.0,2019,researchandpolitics,Social Sciences,JOURNALS,Research & Politics Dataverse
1727,doi:10.7910/DVN/WQWUAL,,2019,jlc,Law;Social Sciences,JOURNALS,Journal of Law and Courts Dataverse
1728,doi:10.7910/DVN/WRVUOT,0.0,2017,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
1729,doi:10.7910/DVN/WSJX0X,1.0,2016,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
1730,doi:10.7910/DVN/WSUHI3,1.0,2017,polbehavior,Social Sciences,JOURNALS,Political Behavior Dataverse
1731,doi:10.7910/DVN/WT4I9N,0.0,2015,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1732,doi:10.7910/DVN/WUBZNL,,2016,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1733,doi:10.7910/DVN/WUOAB7,0.0,2018,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
1734,doi:10.7910/DVN/WUQRIQ,,2017,xps,Social Sciences,JOURNALS,Journal of Experimental Political Science
1735,doi:10.7910/DVN/WVFZGE,0.0,2019,xps,Social Sciences,JOURNALS,Journal of Experimental Political Science
1736,doi:10.7910/DVN/WVVJFZ,,2019,lsq,Social Sciences,JOURNALS,Legislative Studies Quarterly
1737,doi:10.7910/DVN/WX6ZPC,0.0,2019,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
1738,doi:10.7910/DVN/WXEWWU,0.0,2018,SpaceBetweenUs,Social Sciences,RESEARCH_PROJECTS,Space Between Us Dataverse
1739,doi:10.7910/DVN/WY3QZS,0.0,2018,isq,Social Sciences,JOURNALS,International Studies Quarterly Dataverse
1740,doi:10.7910/DVN/WY7PR8,1.0,2017,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1741,doi:10.7910/DVN/WYA1S2,,2018,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1742,doi:10.7910/DVN/WYCMVV,0.0,2016,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1743,doi:10.7910/DVN/X093TV,1.0,2018,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1744,doi:10.7910/DVN/X0AOON,0.0,2015,fsolt,Social Sciences,RESEARCHERS,Frederick Solt Dataverse
1745,doi:10.7910/DVN/X0VSTL,0.0,2020,martinhuber,Social Sciences,RESEARCHERS,Martin Huber
1746,doi:10.7910/DVN/X1TGCJ,,2017,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
1747,doi:10.7910/DVN/X3586I,0.0,2019,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1748,doi:10.7910/DVN/X5C2T4,1.0,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1749,doi:10.7910/DVN/X5FLRX,0.0,2017,researchandpolitics,Social Sciences,JOURNALS,Research & Politics Dataverse
1750,doi:10.7910/DVN/X6TKOO,0.0,2017,chanret,Social Sciences,RESEARCHERS,Chris Hanretty Dataverse
1751,doi:10.7910/DVN/X7J1WC,,2018,Chesthurber,Social Sciences,RESEARCHERS,Ches Thurber Dataverse
1752,doi:10.7910/DVN/X7NKSL,0.0,2019,researchandpolitics,Social Sciences,JOURNALS,Research & Politics Dataverse
1753,doi:10.7910/DVN/X7PCPB,0.0,2016,hickswd,Social Sciences,RESEARCHERS,William D. Hicks Dataverse
1754,doi:10.7910/DVN/X9528P,0.0,2017,ilundberg,Social Sciences,RESEARCHERS,Ian Lundberg Dataverse
1755,doi:10.7910/DVN/X9KKQW,,2017,governator,Social Sciences,RESEARCHERS,Governator project
1756,doi:10.7910/DVN/X9NUOJ,0.0,2017,jhomola,Social Sciences,RESEARCHERS,Jonathan Homola Dataverse
1757,doi:10.7910/DVN/X9V201,,2019,internationalinteractions,Social Sciences,JOURNALS,International Interactions (II): Empirical and Theoretical Research in International Relations Dataverse
1758,doi:10.7910/DVN/XAQMIA,1.0,2018,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
1759,doi:10.7910/DVN/XAUYEM,1.0,2017,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1760,doi:10.7910/DVN/XBBOHV,,2016,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
1761,doi:10.7910/DVN/XBFBBJ,,2019,harvard,Earth and Environmental Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1762,doi:10.7910/DVN/XBNJD9,1.0,2017,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1763,doi:10.7910/DVN/XC4E1I,,2019,world-politics,Social Sciences,JOURNALS,World Politics Dataverse
1764,doi:10.7910/DVN/XDDN2Y,1.0,2019,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
1765,doi:10.7910/DVN/XERE2A,1.0,2020,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
1766,doi:10.7910/DVN/XF7UBI,,2019,internationalinteractions,Social Sciences,JOURNALS,International Interactions (II): Empirical and Theoretical Research in International Relations Dataverse
1767,doi:10.7910/DVN/XG6QQX,0.0,2019,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
1768,doi:10.7910/DVN/XGQ2ZA,1.0,2018,alexandercoppock,Social Sciences,RESEARCHERS,Alexander Coppock Dataverse
1769,doi:10.7910/DVN/XHDOZU,,2019,researchandpolitics,Social Sciences,JOURNALS,Research & Politics Dataverse
1770,doi:10.7910/DVN/XIT20Z,1.0,2017,isq,Social Sciences,JOURNALS,International Studies Quarterly Dataverse
1771,doi:10.7910/DVN/XJ1UQK,1.0,2020,IOJ,Social Sciences,JOURNALS,International Organization (IO) Journal Dataverse
1772,doi:10.7910/DVN/XJQALC,,2019,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1773,doi:10.7910/DVN/XKC4R4,1.0,2017,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1774,doi:10.7910/DVN/XKMNAO,1.0,2019,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1775,doi:10.7910/DVN/XKOVUN,,2020,perspectives,Social Sciences,JOURNALS,Perspectives on Politics
1776,doi:10.7910/DVN/XLVC6T,0.0,2020,xps,Social Sciences,JOURNALS,Journal of Experimental Political Science
1777,doi:10.7910/DVN/XLYTC7,0.0,2020,IOJ,Social Sciences,JOURNALS,International Organization (IO) Journal Dataverse
1778,doi:10.7910/DVN/XMLDSI,0.0,2018,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1779,doi:10.7910/DVN/XN2TZL,,2018,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
1780,doi:10.7910/DVN/XNMFRU,0.0,2018,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1781,doi:10.7910/DVN/XNOARV,0.0,2019,mine2018,Social Sciences,RESEARCH_PROJECTS,Open Data for Mapping Italian News Media Political Coverage in the Lead-up of 2018 General Election
1782,doi:10.7910/DVN/XNXZGB,1.0,2016,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
1783,doi:10.7910/DVN/XO0FXY,0.0,2019,pac,Arts and Humanities;Computer and Information Science;Other;Social Sciences,RESEARCHERS,Priscilla Alamos-Concha Dataverse
1784,doi:10.7910/DVN/XONPX2,0.0,2018,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
1785,doi:10.7910/DVN/XPCVEI,,2016,euspeech,Social Sciences,RESEARCH_PROJECTS,EUSpeech Dataverse
1786,doi:10.7910/DVN/XPRQWH,1.0,2016,internationalinteractions,Social Sciences,JOURNALS,International Interactions (II): Empirical and Theoretical Research in International Relations Dataverse
1787,doi:10.7910/DVN/XPYPMF,,2019,retrieval-practice,Medicine; Health and Life Sciences,RESEARCH_PROJECTS,Alice Latimier Dataverse
1788,doi:10.7910/DVN/XQ9RJT,0.0,2018,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
1789,doi:10.7910/DVN/XQTCHB,0.0,2017,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
1790,doi:10.7910/DVN/XQY6CZ,1.0,2018,monogan,Social Sciences,RESEARCHERS,Monogan Dataverse
1791,doi:10.7910/DVN/XRBKEY,,2019,trabalho_davi,Social Sciences,RESEARCH_PROJECTS,José Matheus Medeiros Dataverse
1792,doi:10.7910/DVN/XRJ43D,1.0,2017,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1793,doi:10.7910/DVN/XRR0HM,1.0,2017,pan,Social Sciences,JOURNALS,Political Analysis Dataverse
1794,doi:10.7910/DVN/XRZW4O,,2018,gov2001,Social Sciences,UNCATEGORIZED,Gov2001 Dataverse
1795,doi:10.7910/DVN/XTAEY9,,2019,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1796,doi:10.7910/DVN/XTIHGR,0.0,2018,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
1797,doi:10.7910/DVN/XTJRQN,0.0,2018,polbehavior,Social Sciences,JOURNALS,Political Behavior Dataverse
1798,doi:10.7910/DVN/XTXS4P,,2018,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1799,doi:10.7910/DVN/XUVHCH,1.0,2020,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1800,doi:10.7910/DVN/XVCKRS,,2020,harvard,Computer and Information Science;Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1801,doi:10.7910/DVN/XVPHO1,0.0,2017,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
1802,doi:10.7910/DVN/XW0D8Q,0.0,2016,jmryan,Social Sciences,UNCATEGORIZED,Josh M. Ryan Dataverse
1803,doi:10.7910/DVN/XW1YYI,1.0,2018,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1804,doi:10.7910/DVN/XWAT9E,1.0,2016,tomlouwerse,Social Sciences,RESEARCHERS,Tom Louwerse Dataverse
1805,doi:10.7910/DVN/XWLKFM,0.0,2016,pierskalla,Social Sciences,RESEARCHERS,Jan Pierskalla Dataverse
1806,doi:10.7910/DVN/XWMSHO,1.0,2017,harvard,Mathematical Sciences;Medicine; Health and Life Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1807,doi:10.7910/DVN/XX1KYY,0.0,2018,isq,Social Sciences,JOURNALS,International Studies Quarterly Dataverse
1808,doi:10.7910/DVN/XY2TUK,1.0,2018,isq,Social Sciences,JOURNALS,International Studies Quarterly Dataverse
1809,doi:10.7910/DVN/XYUWYJ,0.0,2018,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1810,doi:10.7910/DVN/XYYAQC,1.0,2019,polbehavior,Social Sciences,JOURNALS,Political Behavior Dataverse
1811,doi:10.7910/DVN/XZ0IZE,1.0,2018,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1812,doi:10.7910/DVN/XZEI7M,1.0,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1813,doi:10.7910/DVN/XZJRA2,,2020,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1814,doi:10.7910/DVN/XZLGAZ,,2018,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
1815,doi:10.7910/DVN/Y0YCO9,,2017,chanret,Social Sciences,RESEARCHERS,Chris Hanretty Dataverse
1816,doi:10.7910/DVN/Y1EUAY,,2018,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
1817,doi:10.7910/DVN/Y2EMIO,,2018,isq,Social Sciences,JOURNALS,International Studies Quarterly Dataverse
1818,doi:10.7910/DVN/Y3IMBH,1.0,2019,bobreednz,Business and Management;Social Sciences,RESEARCHERS,W. Robert Reed Dataverse
1819,doi:10.7910/DVN/Y7KGDK,0.0,2017,bulk_density_PTF,Agricultural Sciences;Other,RESEARCH_PROJECTS,bulk_density_PTF Dataverse
1820,doi:10.7910/DVN/Y8KIUK,,2020,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1821,doi:10.7910/DVN/YAIXFQ,,2017,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1822,doi:10.7910/DVN/YAPXVG,0.0,2018,isq,Social Sciences,JOURNALS,International Studies Quarterly Dataverse
1823,doi:10.7910/DVN/YAWIJB,,2018,joshualjackson,Social Sciences,RESEARCHERS,Joshua L. Jackson Dataverse
1824,doi:10.7910/DVN/YBCZHI,1.0,2019,polbehavior,Social Sciences,JOURNALS,Political Behavior Dataverse
1825,doi:10.7910/DVN/YCSFSC,0.0,2019,IOJ,Social Sciences,JOURNALS,International Organization (IO) Journal Dataverse
1826,doi:10.7910/DVN/YCXXCW,0.0,2018,kenya_mwananchi,Social Sciences,RESEARCH_PROJECTS,"‘The local mwananchi has lost trust’: Design, transition, and legitimacy in Kenyan election management Dataverse"
1827,doi:10.7910/DVN/YDBMNI,0.0,2020,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1828,doi:10.7910/DVN/YDCL7Z,,2016,internationalinteractions,Social Sciences,JOURNALS,International Interactions (II): Empirical and Theoretical Research in International Relations Dataverse
1829,doi:10.7910/DVN/YDGVJ4,,2020,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1830,doi:10.7910/DVN/YDJZC0,,2019,harvard,Arts and Humanities;Business and Management;Computer and Information Science;Law;Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1831,doi:10.7910/DVN/YETMOY,,2018,isq,Social Sciences,JOURNALS,International Studies Quarterly Dataverse
1832,doi:10.7910/DVN/YFLR9W,,2019,harvard,Law;Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1833,doi:10.7910/DVN/YFQE9W,,2019,perspectives,Social Sciences,JOURNALS,Perspectives on Politics
1834,doi:10.7910/DVN/YGKKRU,,2018,isq,Social Sciences,JOURNALS,International Studies Quarterly Dataverse
1835,doi:10.7910/DVN/YHJUCJ,0.0,2019,gender_promotion,Medicine; Health and Life Sciences;Social Sciences,RESEARCH_PROJECTS,BMJ - Gender Differences In How Scientists Present The Importance Of Their Research
1836,doi:10.7910/DVN/YIEAF1,1.0,2019,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1837,doi:10.7910/DVN/YINHYL,0.0,2017,tpmnewsletter,Social Sciences,JOURNALS,The Political Methodologist Dataverse
1838,doi:10.7910/DVN/YIVU1L,0.0,2015,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1839,doi:10.7910/DVN/YLENUI,0.0,2017,chanret,Social Sciences,RESEARCHERS,Chris Hanretty Dataverse
1840,doi:10.7910/DVN/YLVI5Z,1.0,2016,jjm_polbeh,Social Sciences,RESEARCH_PROJECTS,Jones and Joesten Martin Reproduction Files  Dataverse
1841,doi:10.7910/DVN/YLW1AZ,,2020,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1842,doi:10.7910/DVN/YM7IWP,0.0,2016,fbailo,Social Sciences,UNCATEGORIZED,Francesco Bailo Dataverse
1843,doi:10.7910/DVN/YMMSIC,,2016,the_review,Law;Social Sciences,JOURNALS,American Political Science Review Dataverse
1844,doi:10.7910/DVN/YPBBA1,0.0,2017,harvard,Medicine; Health and Life Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1845,doi:10.7910/DVN/YQ2HFG,1.0,2019,govdept,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard University Department of Government Dissertations Dataverse
1846,doi:10.7910/DVN/YQNLWF,1.0,2017,polbehavior,Social Sciences,JOURNALS,Political Behavior Dataverse
1847,doi:10.7910/DVN/YQSBOA,1.0,2020,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1848,doi:10.7910/DVN/YRAJHO,,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1849,doi:10.7910/DVN/YRFNJ6,1.0,2015,Owsiak,Social Sciences,UNCATEGORIZED,Andrew Owsiak Dataverse
1850,doi:10.7910/DVN/YRGXYU,,2017,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
1851,doi:10.7910/DVN/YSS19O,,2020,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1852,doi:10.7910/DVN/YSVMS2,,2019,world-politics,Social Sciences,JOURNALS,World Politics Dataverse
1853,doi:10.7910/DVN/YT45AO,1.0,2016,restat,Social Sciences,JOURNALS,Review of Economics and Statistics Dataverse
1854,doi:10.7910/DVN/YT8KWK,1.0,2016,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1855,doi:10.7910/DVN/YTPJ1N,0.0,2017,pan,Social Sciences,JOURNALS,Political Analysis Dataverse
1856,doi:10.7910/DVN/YTTDWH,0.0,2019,internationalinteractions,Social Sciences,JOURNALS,International Interactions (II): Empirical and Theoretical Research in International Relations Dataverse
1857,doi:10.7910/DVN/YTWNA2,1.0,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1858,doi:10.7910/DVN/YTZZIT,,2018,xps,Social Sciences,JOURNALS,Journal of Experimental Political Science
1859,doi:10.7910/DVN/YUI2BC,,2019,restat,Social Sciences,JOURNALS,Review of Economics and Statistics Dataverse
1860,doi:10.7910/DVN/YUM3K8,,2019,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1861,doi:10.7910/DVN/YUSU8X,0.0,2018,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1862,doi:10.7910/DVN/YVCPDT,0.0,2018,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1863,doi:10.7910/DVN/YYZCA0,,2020,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1864,doi:10.7910/DVN/YZRJWD,1.0,2019,harvard,Computer and Information Science;Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1865,doi:10.7910/DVN/Z02C8Y,1.0,2019,researchandpolitics,Social Sciences,JOURNALS,Research & Politics Dataverse
1866,doi:10.7910/DVN/Z09KDS,,2018,perspectives,Social Sciences,JOURNALS,Perspectives on Politics
1867,doi:10.7910/DVN/Z1REHB,,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1868,doi:10.7910/DVN/Z4S2E8,,2020,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
