doi:10.7910/DVN/XFQZI2	Condemnation.R	Error in read.dta13('Condemnation.dta') :   could not find function 'read.dta13'
doi:10.7910/DVN/RFECVH	GSS_cleaning.r	Error in file(con, 'r') : cannot open the connection
doi:10.7910/DVN/RFECVH	analysis_gss.r	success
doi:10.7910/DVN/RFECVH	analysis_study123.R	Error in commarobust(FT1pid_c, FT1pid_c_cluster) :   could not find function 'commarobust'
doi:10.7910/DVN/RFECVH	analysis_study4_anes.R	Error in wtd.table((lib3_count == 3 & anes$pidlean == 'Dem') | (con3_count ==  :   could not find function 'wtd.table'
doi:10.7910/DVN/KRE6KH	Appendix1_WomenPop_AllCountries.R	Error in MIcombine(m1) : could not find function 'MIcombine'
doi:10.7910/DVN/KRE6KH	Appendix2_WomenPop_PartialCountries.R	success
doi:10.7910/DVN/KRE6KH	Appendix3_PoorPop_AllCountries.R	success
doi:10.7910/DVN/KRE6KH	Appendix4_PoorPop_PartialCountries.R	success
doi:10.7910/DVN/KRE6KH	Main1_TotalPop_AllCountries.R	success
doi:10.7910/DVN/KRE6KH	Main2_TotalPop_PartialCountries.R	success
doi:10.7910/DVN/KRE6KH	Main3_RuralPop_AllCountries.R	success
doi:10.7910/DVN/KRE6KH	Main4_RuralPop_PartialCountries.R	success
doi:10.7910/DVN/N52H3M	R script_complete.R	Error in read.dta('Fear of Reversal Data.dta') :   could not find function 'read.dta'
doi:10.7910/DVN/GDZTK8	a.termlimits_polarization_central_analysis.R	success
doi:10.7910/DVN/GDZTK8	b.continuous_margeff_function.R	success
doi:10.7910/DVN/GDZTK8	c.aggregate_analysis_2016.R	success
doi:10.7910/DVN/GDZTK8	d.dime_aggregate_analysis.R	success
doi:10.7910/DVN/GDZTK8	e.competitiveness_analysis.R	success
doi:10.7910/DVN/GDZTK8	f.legprof_interactions.R	success
doi:10.7910/DVN/GDZTK8	g.dime_campaign_finance_analysis.R	success
doi:10.7910/DVN/GDZTK8	h.individual_leadership_analysis.R	success
doi:10.7910/DVN/N7XQMY	AJPS_replication_code.R	Error in vcovCL(model_1, as.character(datacfr1$pesticide)) :   could not find function 'vcovCL'
doi:10.7910/DVN/U6YTI5	sfbos_1.r	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/U6YTI5	sfmay_1.r	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/U6YTI5	sfsup_1.r	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/REXZ8H	1_ps_clean.R	Error in loadNamespace(name) : there is no package called 'rgdal'
doi:10.7910/DVN/REXZ8H	2_depvars.R	Error in gen.outcome.vars(results.05@data, 2005) :   object 'results.05' not found
doi:10.7910/DVN/REXZ8H	3_distance.R	Error in (function (classes, fdef, mtable)  :   unable to find an inherited method for function 'coordinates<-' for signature ''NULL''
doi:10.7910/DVN/REXZ8H	4_covars.R	Error in eval(lhs, parent, parent) :   trying to get slot 'data' from an object of a basic class ('NULL') with no slots
doi:10.7910/DVN/REXZ8H	5_gen_dataset.R	Error in gen.treatment(results.05@data, 600, 2005) :   object 'results.05' not found
doi:10.7910/DVN/REXZ8H	make_figures.R	Error in makeRestartList(...) : reached elapsed time limit
doi:10.7910/DVN/REXZ8H	run_prep.R	Error in makeRestartList(...) : reached elapsed time limit
doi:10.7910/DVN/IICWEY	PanelMatch-AllCasesRep.R	Error in makeRestartList(...) : reached elapsed time limit
doi:10.7910/DVN/IICWEY	unknown	time limit exceeded
doi:10.7910/DVN/TDSJHE	Millerfigure.R	Error in library('plotrix', lib.loc = 'F:/R/R-2.15.0/library') :   no library trees found in 'lib.loc'
doi:10.7910/DVN/TDSJHE	Nelson_mturk_figure.R	Error in library('plotrix', lib.loc = 'F:/R/R-2.15.0/library') :   no library trees found in 'lib.loc'
doi:10.7910/DVN/TDSJHE	rubio_mturk_figure.R	Error in library('plotrix', lib.loc = 'F:/R/R-2.15.0/library') :   no library trees found in 'lib.loc'
doi:10.7910/DVN/SKV8MC	4.0_cfa_search_exact replication.R	Error in install.packages('doParallel', 'foreach') :   unable to install packages
doi:10.7910/DVN/SKV8MC	4.1_cfa_search_2014.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/WXEWWU	Chapter5Master.r	Error in apsrtable(reg1, reg2, reg3, reg4, Sweave = T, notes = '', stars = 'default') :   could not find function 'apsrtable'
doi:10.7910/DVN/WXEWWU	TableA23FiguresA2A3_5_6.r	Error in apsrtable(reg1, reg2, reg3, reg4, Sweave = T, notes = '', stars = 'default') :   could not find function 'apsrtable'
doi:10.7910/DVN/WXEWWU	TableA24.r	Error in estfun(fm) : could not find function 'estfun'
doi:10.7910/DVN/WXEWWU	TableA25.r	Error in estfun(fm) : could not find function 'estfun'
doi:10.7910/DVN/5TWA0G	corstange-replication.r	Error in cronbach(cbind(disarm, stl.abolish, stl.neutral, syria)) :   could not find function 'cronbach'
doi:10.7910/DVN/OU5RKQ	random_networks_4groups_simulations.R	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/OU5RKQ	sifaka dynamic model wet season.R	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/OU5RKQ	sifaka model dynamic dry season.R	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/OU5RKQ	sifaka static model dry season.R	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/OU5RKQ	sifaka static model wet season.R	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/72GCGD	High Stakes_Stats.R	success
doi:10.7910/DVN/TTKJJ9	Results_figures.R	Error : `path` does not exist: 'Results_summary.xlsx'
doi:10.7910/DVN/4QCWML	SURMods_MainText.r	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/4QCWML	SURMods_SuppMaterial.r	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/4QCWML	TobitMods_MainText.r	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/4QCWML	TobitMods_SuppMaterial.r	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/3RNFFH	Clean Expanded Categories.R	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/3RNFFH	Cleaning Variables for JOP Analysis.R	Error in cSplit_e(data, split.col = 'day_week', sep = ',', mode = 'binary',  :   could not find function 'cSplit_e'
doi:10.7910/DVN/3RNFFH	Full Analysis Replication File.R	Error in `[.data.frame`(to_clean, , wrong_loc) :   undefined columns selected
doi:10.7910/DVN/1ZOEEX	PAR_Code.R	success
doi:10.7910/DVN/1ZOEEX	plotsAndAnalysis.R	Error in file(file, ifelse(append, 'a', 'w')) :   cannot open the connection
doi:10.7910/DVN/1ZOEEX	predict.R	Error in install_github('swager/randomForestCI') :   could not find function 'install_github'
doi:10.7910/DVN/8L1SHV	appendix_figure_a1.R	Error in isTRUE(q) : reached elapsed time limit
doi:10.7910/DVN/8L1SHV	unknown	time limit exceeded
doi:10.7910/DVN/7LUZS5	data analysis and visual part.R	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/7LUZS5	data cleaning part.R	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/7LUZS5	data functions.R	success
doi:10.7910/DVN/UAQZRO	replication_reny_newman_apsr.R	Error in stargazer(out1, out2, out3, out4, style = 'APSR', se = list(rse(out1),  :   could not find function 'stargazer'
doi:10.7910/DVN/IWMH4T	create_fe.R	Error in registerDoMC(cores = 16) :   could not find function 'registerDoMC'
doi:10.7910/DVN/IWMH4T	epu_plot.R	Error in read.dta('inputs/EPU_vars.dta') :   unable to open file: 'No such file or directory'
doi:10.7910/DVN/IWMH4T	format_fe.R	Error : 'inputs/rev_door_dstats.dta' does not exist in current working directory ('/usr/workdir').
doi:10.7910/DVN/IWMH4T	format_rd.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/IWMH4T	rdd_plots_with_cis.R	Error : 'usr_gen/candidates_H_for_rdd_plots.dta' does not exist in current working directory ('/usr/workdir').
doi:10.7910/DVN/UBQYXT	process_figs_final.R	Error in grDevices::pdf(file = filename, ..., version = version) :   cannot open file 'Publication/figures/plot_q_corr.pdf'
doi:10.7910/DVN/MIA6DY	appendix_dotplot_code.R	success
doi:10.7910/DVN/MIA6DY	eu_extremes_dotplot.R	success
doi:10.7910/DVN/4TEDMI	terror_cleaning.R	Error in read.dta('./original data/baro_drees_2015_queteletv2.dta') :   could not find function 'read.dta'
doi:10.7910/DVN/4TEDMI	terror_master.R	Error in makeRestartList(...) : reached elapsed time limit
doi:10.7910/DVN/4TEDMI	terror_rdd.R	Error in ggplot(df, aes(x = as.Date(date, format = '%Y-%m-%d %H:%M'),  :   could not find function 'ggplot'
doi:10.7910/DVN/4TEDMI	terror_robustEB.R	Error in read.dta('./original data/ZA6643_v3-1-0.dta') :   unable to open file: 'No such file or directory'
doi:10.7910/DVN/YUI2BC	2b Graphs McCrary_test.R	Error in makeRestartList(...) : reached elapsed time limit
doi:10.7910/DVN/H6GG8O	Figures.R	success
doi:10.7910/DVN/HPMEVO	1.survey_cleaning.R	Error in makeRestartList(...) : reached elapsed time limit
doi:10.7910/DVN/HPMEVO	unknown	time limit exceeded
doi:10.7910/DVN/1WDJVC	unknown	time limit exceeded
doi:10.7910/DVN/HL8HCA	code_maintext.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/HL8HCA	code_supp.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/WONDKB	PSJ Revision Defiant Innovation Replication Script.R	Error in wald.test(b = coef(model.full), Sigma = vcov(model.full), Terms = 2:15) :   could not find function 'wald.test'
doi:10.7910/DVN/I57L3O	DeuchertHuberSchelker public use code.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/ZKGJAV	Conditional partisanship Arellano regressions.R	not authorized
doi:10.7910/DVN/ZKGJAV	Conditional partisanship Arellano simulations.R	not authorized
doi:10.7910/DVN/ZKGJAV	Conditional partisanship descriptives.R	success
doi:10.7910/DVN/ZKGJAV	Conditional partisanship slim Arellano regressions.R	not authorized
doi:10.7910/DVN/ZKGJAV	Dsaoetaxeffort PCSE regressions.R	not authorized
doi:10.7910/DVN/ZKGJAV	Dsaoetaxeffort PCSE simulations.R	not authorized
doi:10.7910/DVN/ZKGJAV	NES data.R	not authorized
doi:10.7910/DVN/ZKGJAV	NES panelist analysis.R	not authorized
doi:10.7910/DVN/ZKGJAV	NES regressions.R	not authorized
doi:10.7910/DVN/ZKGJAV	Social policy Model 8 plots.R	not authorized
doi:10.7910/DVN/ZKGJAV	Social policy crosstab plots (extra).R	not authorized
doi:10.7910/DVN/ZKGJAV	Social policy partisanship plots.R	not authorized
doi:10.7910/DVN/ZKGJAV	Tuition conjoint data.R	Error in library(survey) : there is no package called ‘survey’
doi:10.7910/DVN/ZKGJAV	Tuition conjoint descriptives.R	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/ZKGJAV	Tuition conjoint partyid4 plots.R	Error in clusterExport(cl, list('data', 'bootConjointD', 'clusterBootS')) :   could not find function 'clusterExport'
doi:10.7910/DVN/ZPDOYT	replication-code-domestic-pol-ndc-amb-v2.R	Error in makeRestartList(...) : reached elapsed time limit
doi:10.7910/DVN/ZPDOYT	unknown	time limit exceeded
doi:10.7910/DVN/CUBQSN	gerber-green.R	Error in makeRestartList(...) : reached elapsed time limit
doi:10.7910/DVN/CUBQSN	gmm.R	Error in gmm(gfun, x = cbind(d1, d2, z1, z2, y), t0 = t0, wmatrix = 'optimal') :   could not find function 'gmm'
doi:10.7910/DVN/CUBQSN	joint-iv-utils.R	success
doi:10.7910/DVN/CUBQSN	unknown	time limit exceeded
doi:10.7910/DVN/MX5NIV	Benchmarking_Response_Code.R	Error in library0('fastmatch') : could not find function 'library0'
doi:10.7910/DVN/WVVJFZ	congressional_analysis.R	Error in felm(dem_unc_adv ~ treatment | STATEAB + election | 0 | STATEAB,  :   could not find function 'felm'
doi:10.7910/DVN/WVVJFZ	state_house_analysis.R	Error in `$<-.data.frame`(`*tmp*`, N_adjusted, value = integer(0)) :   replacement has 0 rows, data has 40
doi:10.7910/DVN/5D6YPB	utils.R	success
doi:10.7910/DVN/LIVJLZ	CCDW_ReplicationArchive.R	Error in eval(ei, envir) : object 'write.data' not found
doi:10.7910/DVN/LIVJLZ	CCDW_RunFile.R	Error in makeRestartList(...) : reached elapsed time limit
doi:10.7910/DVN/K3QWZW	1Save_Samples.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/K3QWZW	2Poststratify_Samples.R	Error in read.dta(paste0('samples', mass.social.name, '.dta')) :   unable to open file: 'No such file or directory'
doi:10.7910/DVN/K3QWZW	3Create_Data.R	Error in read.dta('samples_dynamic_irt_continuous_evolving_diff_stan-social-10003.dta') :   unable to open file: 'No such file or directory'
doi:10.7910/DVN/K3QWZW	4Load_and_Prep.R	Error in intToUtf8(8217) : reached elapsed time limit
doi:10.7910/DVN/K3QWZW	5Analyze.R	Error in eval(lhs, parent, parent) : object 'summ' not found
doi:10.7910/DVN/K3QWZW	6Figures.R	Error in merge(summ, map_data('state'), by.x = 'name', by.y = 'region') :   object 'summ' not found
doi:10.7910/DVN/K3QWZW	7Robustness.R	Error in eval(ei, envir) : object 'model.ls' not found
doi:10.7910/DVN/K3QWZW	8Tables.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/HHMXU3	tablesFigures.r	Error in read.dta('spendingPosteriors.dta') :   unable to open file: 'No such file or directory'
doi:10.7910/DVN/XZLGAZ	Climate_MainAnalysis.R	Error in makeRestartList(...) : reached elapsed time limit
doi:10.7910/DVN/XZLGAZ	Climate_Supplementary_Figures.R	Error in makeRestartList(...) : reached elapsed time limit
doi:10.7910/DVN/PGGXDO	01_main.R	Error in felm(Rshare_i ~ Rshare_c | 0 | 0 | gvkey, data = ic_RS) :   could not find function 'felm'
doi:10.7910/DVN/Q92PMT	replicationCode.r	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/VJUOOV	Labor_White_Racial_Politics_Code.R	not authorized
doi:10.7910/DVN/MSTR3F	plot.R	Error in read.dta('figure_1_workfile.dta') :   unable to open file: 'No such file or directory'
doi:10.7910/DVN/2HRRC7	appendix.R	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/JHOK6X	s2 replication code.R	Error in stri_c(..., sep = sep, collapse = collapse, ignore_null = TRUE) :   object 'rd' not found
doi:10.7910/DVN/JHOK6X	study 1 -- figures 1 & 2.R	Error in read.dta13(.) : could not find function 'read.dta13'
doi:10.7910/DVN/F0NDJP	1-ValidateContent.R	not authorized
doi:10.7910/DVN/F0NDJP	2-ImageAdContent.R	not authorized
doi:10.7910/DVN/F0NDJP	3-Stereotype.R	success
doi:10.7910/DVN/F0NDJP	4-PolygonHSV-ANES.R	not authorized
doi:10.7910/DVN/F0NDJP	5-AnesData.R	not authorized
doi:10.7910/DVN/W1TDGZ	ReplicationFile_EthnicNetworks.r	Error in graph.edgelist(eltimeab$el, directed = TRUE) :   could not find function 'graph.edgelist'
doi:10.7910/DVN/KXXA5C	Boschloo_test.R	Error in exact.test(matrix(c(0, 3, 3, 0), 2, 2, byrow = TRUE), alternative = 'two.sided',  :   could not find function 'exact.test'
doi:10.7910/DVN/WWQSVD	unknown	time limit exceeded
doi:10.7910/DVN/05BSPP	CospCommunity.R	Error in read.dta('senator_data.dta') :   unable to open file: 'No such file or directory'
doi:10.7910/DVN/05BSPP	CreateSenPENets.R	Error in read.dta('senator_data.dta') :   unable to open file: 'No such file or directory'
doi:10.7910/DVN/05BSPP	DyadSummaries.R	Error in read.dta('senator_data.dta') :   unable to open file: 'No such file or directory'
doi:10.7910/DVN/05BSPP	InitialAnalysis.R	Error in read.dta(\senator_data.dta\") :    unable to open file: 'No such file or directory'"
doi:10.7910/DVN/05BSPP	NodeSummaries.R	Error in read.dta('senator_data.dta') :   unable to open file: 'No such file or directory'
doi:10.7910/DVN/05BSPP	PECommunity.R	Error in read.dta('senator_data.dta') :   unable to open file: 'No such file or directory'
doi:10.7910/DVN/05BSPP	PECommunity2Data.R	Error in read.dta('senator_data.dta') :   unable to open file: 'No such file or directory'
doi:10.7910/DVN/05BSPP	PEModeling.R	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/05BSPP	PENetAnalyze.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/05BSPP	PENetFowlerMatch.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/05BSPP	PENetOrganize.R	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/05BSPP	PENetRollCallC.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/05BSPP	PENetRollCallNLC.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/05BSPP	PENetRollCallNLNoLogC.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/05BSPP	PENetRollCallNoLogC.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/05BSPP	RollCallPlots.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/05BSPP	SenPECentrality.R	Error in read.dta('senator_data.dta') :   unable to open file: 'No such file or directory'
doi:10.7910/DVN/05BSPP	SenPENBReg.R	Error in makeRestartList(...) : reached elapsed time limit
doi:10.7910/DVN/05BSPP	Visual.R	Error in read.dta('senator_data.dta') :   unable to open file: 'No such file or directory'
doi:10.7910/DVN/QFLS5T	replication.r	success
doi:10.7910/DVN/XGQ2ZA	FC_bilinguals_figure_1.R	Error in makeRestartList(...) : reached elapsed time limit
doi:10.7910/DVN/XGQ2ZA	FC_bilinguals_figure_2.R	Error in makeRestartList(...) : reached elapsed time limit
doi:10.7910/DVN/XGQ2ZA	FC_bilinguals_in_text_stats.R	success
doi:10.7910/DVN/XGQ2ZA	unknown	time limit exceeded
doi:10.7910/DVN/WKIJST	NAES-context-anal-10262018.R	Error in makeRestartList(...) : reached elapsed time limit
doi:10.7910/DVN/WKIJST	NAES-context-dataloadtransform-10262018.R	Error in makeRestartList(...) : reached elapsed time limit
doi:10.7910/DVN/WKIJST	unknown	time limit exceeded
doi:10.7910/DVN/I2CZQY	refugees_welcome.R	Error in readOGR(dsn = './germany_shape/vg1000-ew_3112.utm32s.shape.ebenen/vg1000-ew_ebenen',  :   could not find function 'readOGR'
doi:10.7910/DVN/INCJ3I	time_for_a_haircut_coxed.R	Error in sprintf(gettext(fmt, domain = domain), ...) :   reached elapsed time limit
doi:10.7910/DVN/JXSJ1G	duckmodel.r	Error in windows(width = 20, height = 10) :   could not find function 'windows'
doi:10.7910/DVN/WHBK7K	Boston_JLC_replication.R	Error in makeRestartList(...) : reached elapsed time limit
doi:10.7910/DVN/EXVUEA	replication_figures.R	Error in structable(median ~ study_issue + object + condition, data = qqq) :   could not find function 'structable'
doi:10.7910/DVN/COZDRV	politbehrepfile2016.R	success
doi:10.7910/DVN/6EOZAY	dietrichcrabtree.R	Error in loadNamespace(name) : there is no package called 'rio'
doi:10.7910/DVN/X5C2T4	ict.test.R	success
doi:10.7910/DVN/X5C2T4	main_analysis.R	Error in makeRestartList(...) : reached elapsed time limit
doi:10.7910/DVN/X5C2T4	pilot_list_analysis.R	Error in pdf('graphs/pilot/favor.pdf') :   cannot open file 'graphs/pilot/favor.pdf'
doi:10.7910/DVN/EX7LIV	Undercount16May16.R	Error in mi.meld(ests, ests.ses) : could not find function 'mi.meld'
doi:10.7910/DVN/EX7LIV	clean_data.R	Error in read.dta(file = 'lagged_FS_hrscores.dta') :   unable to open file: 'No such file or directory'
doi:10.7910/DVN/EX7LIV	graphs.R	Error in countrycode(tort.dat$cowcode, origin = 'cown', destination = 'country.name') :   could not find function 'countrycode'
doi:10.7910/DVN/EX7LIV	nb_under_lik.R	success
doi:10.7910/DVN/R9PGXI	margin_effects_plot.R	Error in read.dta('data\\rugplot_data.dta') :   unable to open file: 'No such file or directory'
